pull_req_id,github_id,useful,requester,created_at,num_commits_open,lines_modified_open,files_modified_open,commits_on_files_touched,branch_hotness,branch_commits
7600207,2328,useless,LearningNerd,1431964283,1,15,1,0,42.589119855967084,68
7596755,2326,useful,gnarf,1431943991,2,1471,10,5.915499356995886,42.76657047325104,68
7596491,2325,useless,mzgol,1431943025,2,96,1,2.3047137345679016,39.10284696502056,60
7533317,2312,useless,markelog,1431533147,1,38,3,5.019520576131686,46.56273572530863,75
7517302,2306,useless,jdphenix,1431453405,10,190,2,3.6174772376543207,46.32226980452675,75
7517278,2305,useless,jdphenix,1431452621,4,91,2,3.6180821759259265,46.32983153292182,75
7516627,2304,useless,cvrebert,1431447249,1,1,1,0,46.38164480452676,75
7513275,2303,useless,gabrielschulhof,1431427766,4,93,3,7.512468621399178,46.57095267489713,76
7496400,2298,useless,mzgol,1431342099,3,260,2,4.071973508230453,39.31982561728395,69
7496444,2296,useful,mzgol,1431336361,1,3,1,0,39.37074151234568,69
7492717,2294,useless,mzgol,1431324040,1,16,1,0,35.16511856995885,63
7483838,2292,useless,Mr21,1431263531,1,1,1,1.2587973251028806,39.00412011316873,68
7473973,2287,useless,markelog,1431157297,1,13,2,0.9346206275720165,39.933121141975306,68
7460308,2281,useless,timmywil,1431084665,1,26,2,1.1723944187242799,40.56827752057613,68
7453511,2277,useless,gberg1,1431018254,1,2,1,4.537412937242799,40.1490803755144,67
7453434,2276,useless,gibson042,1431017598,2,137,6,6.221609696502058,37.66275810185185,64
7433562,2272,useful,timmywil,1430915074,2,70,3,6.34301015946502,41.03810558127574,67
7432104,2270,useless,timmywil,1430908698,1,6,2,4.033471579218107,37.54475501543212,63
7431241,2268,useless,timmywil,1430905511,2,200,2,1.9027568158436214,41.12050282921811,67
7428435,2265,useless,timmywil,1430894919,2,139,2,0.968579346707819,41.21176620370369,67
7369951,2254,useless,calvinmetcalf,1430532640,1,1,1,4.841434927983539,23.847343492798345,50
